Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR56BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.56pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR56CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.56pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR56DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.56pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR56WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.56pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR60CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.60pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR60DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.60pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR62BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.62pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR62CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.62pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR62DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.62pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR62WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.62pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR68BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.68pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR68CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.68pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR68DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.68pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR68WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.68pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR70CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.70pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR70DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.70pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR75BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.75pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR75CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.75pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR75DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.75pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR75WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.75pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR80CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.80pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR80DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.80pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR82BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.82pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR82CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.82pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR82DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.82pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR82WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.82pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR85WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.85pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR90CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.90pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR90DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.90pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR91BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.91pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR91CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.91pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR91DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.91pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR91WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.91pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1HR95WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,0.95pF,±0.05pF,
